ID,VAR1,VAR2,VAR3,OUTCOME
61425,45,0,3.83333,1
64742,38,0,0,0
66984,42,0,11.3,1
66993,29,0,0,1
71281,30,0,2.7,0
59363,45,0,0,1
65776,77,0,0,0
65985,38,0,190.1,1
70172,55,0,0,0
62290,37,0,0,0
66999,22,0,0,0
65781,31,0,0,0
65991,62,0,0,1
68251,39,0,0,1
67291,49,0,0,1
65994,20,0,0,1
65629,24,0,0,1
64698,88,0,1432.2,1
65151,69,0,4.16667,1
66816,60,0,0,1
62264,22,0,0,1
66492,30,0,0,0
61688,74,0,255.333,1
67958,35,0,0,1
61056,53,0,0,1
65975,77,0,0,1
68716,23,0,0,1
66987,32,0,0,1
59161,64,0,0,1
59071,25,0,0,1
65981,61,0,0,0
66995,41,0,0,1
64147,38,0,0,1
69041,52,0,0,1
66042,67,0,240.15,1
61507,45,0,0,1
66048,57,0,243.6,0
69046,83,0,0,1
65782,29,0,0,0
68975,25,0,0,0
60618,72,0,0,1
61045,43,0,13.7167,0
63920,24,0,0,0
65992,66,0,7,1
67989,49,0,0,1
69021,84,0,89.55,1
68734,31,0,0,1
65784,74,0,0,1
68945,46,0,0,0
61755,63,0,0,0
65995,53,0,0,1
67010,41,0,0,0
68705,44,0,0,1
65790,34,0,0,1
58901,26,0,0,1
65999,27,0,0,1
69342,34,0,0,0
66864,49,0,0,1
67016,33,0,22.9,0
68710,79,0,0,1
67175,20,0,0,0
63960,33,0,0,0
68955,39,0,70.5833,0
67996,33,0,0,0
61427,27,0,0,1
66003,62,0,0,1
68717,68,0,0,0
68718,35,0,0,1
65764,82,0,31.7333,0
66032,47,0,0,1
66990,30,0,0,1
68964,54,0,0,1
66037,39,0,0,0
66907,22,0,0,0
59240,80,0,418.117,1
61210,52,0,0,1
65978,86,0,0,1
59063,24,0,0,0
58876,78,0,0,1
60482,50,0,0,1
66996,48,0,0,1
69026,59,0,0,1
65592,41,0,0,1
68727,69,0,223.783,1
69042,53,0,0,0
65772,65,0,0,1
67000,51,0,0,0
61911,37,0,0,1
62367,59,0,0,1
69035,89,0,0,1
60716,21,0,0,1
66821,67,0,0,0
64181,65,0,0,1
66927,77,0,0,1
63180,88,0,30.65,0
66049,60,0,8.43333,1
68976,48,0,0,1
66924,48,0,0,1
69036,29,0,11.9,0
65791,73,0,0,1
62366,95,0,0,1
62774,84,0,7,1
67176,81,0,0,1
66279,20,0,0,1
64045,34,0,0,1
66985,25,0,0,0
59386,65,0,0,1
69027,39,0,0,1
66904,45,0,0,1
68961,76,0,0,0
60197,23,0,0,0
66845,24,0,0,0
68731,89,0,0,1
69037,93,0,150.45,0
59588,50,0,0,1
59644,85,0,0,1
60822,60,0,2.11667,0
65996,65,0,480,1
70962,54,0,0,1
70184,36,0,0,0
62953,87,0,0,1
64364,84,0,30.7333,1
65773,65,0,265.85,0
66004,67,0,0,1
64845,69,0,0,1
59175,43,0,0,1
68978,72,0,12.25,1
68167,44,0,0,1
65748,62,0,0,0
85536,80,0,46.6333,1
61472,27,0,0,1
63832,70,0,3.46667,1
65792,25,0,0,1
68951,56,0,299.9,1
66526,61,0,0,0
63437,73,0,0,1
66841,81,0,3.2,0
65765,19,0,0,0
61396,25,0,0,0
66034,40,0,37.9667,1
60273,22,0,0,0
61543,62,0,0,1
66905,80,0,0,1
58841,24,0,0,0
68965,31,0,0,1
65474,34,0,3.81667,0
68724,40,0,0,0
67160,30,0,0,1
69039,30,0,0,0
65979,19,0,0,1
66039,28,0,0,0
66910,85,0,0,1
62858,79,0,0,0
67278,84,0,0,1
66997,55,0,6.36667,1
64343,37,0,0,0
68971,73,0,0,1
67679,49,0,0,1
70805,49,0,0,1
66724,22,0,0,1
66846,45,0,0,1
66457,29,0,0,1
58858,83,0,0,0
61890,84,0,6.15,1
68842,20,0,2.98333,0
66674,29,0,0,0
65741,87,0,0,1
60812,26,0,0,1
68436,31,0,6.33333,1
67665,29,0,0,1
63230,17,0,0,1
67741,22,0,0,1
69606,31,0,0,1
59714,53,0,1.66667,1
67891,18,0,0,1
67601,45,0,0,0
67743,79,0,122.783,1
65766,31,0,0,0
66007,56,0,0,0
65162,35,0,55.3,0
59196,38,0,6.06667,1
68515,71,0,2.11667,1
65644,27,0,0,1
66054,68,0,0,1
63191,61,0,0,1
67012,24,0,0,1
61171,97,0,0,0
65590,23,0,0,1
60193,64,0,0,1
61932,39,0,0,1
67170,79,0,0,1
64067,68,0,4.6,1
67910,26,0,0,1
62832,35,0,0,1
60026,74,0,0,1
58966,63,0,0,1
59523,32,0,0,0
69576,28,0,0,1
64883,69,0,0,1
67219,47,0,0,1
64350,27,0,0,0
66659,69,0,0,1
63391,64,0,0,1
59728,34,0,0,1
64011,28,0,62.9333,0
64734,64,0,0,1
68973,71,0,0,1
62683,41,0,124.8,1
64154,46,0,0,0
67902,84,0,0,1
63063,29,0,0,1
62291,22,0,0,1
66733,51,0,0,1
69162,82,0,101.667,1
67893,33,0,0,1
66707,34,0,5.65,0
69819,86,0,259.95,1
66711,77,0,8.66667,1
67749,23,0,0,1
69827,58,0,0,1
62296,78,0,0,0
61760,24,0,0,1
69619,66,0,0,1
62549,23,0,0,1
62755,35,0,0,1
62946,54,0,120.567,1
67754,34,0,0,1
67911,94,0,0,1
67596,73,0,323.75,1
60252,28,0,0,0
62280,45,0,0,1
69864,46,0,0,1
59381,60,0,0,1
61717,67,0,0,1
67624,80,0,3.36667,1
67919,81,0,0,0
69866,48,0,0,0
61150,79,0,0,1
66662,36,0,0,1
66740,32,0,0,1
62852,76,0,23.9167,1
69607,76,0,159.25,0
64471,37,0,0,0
64099,56,0,183.683,1
69815,65,0,0,1
69872,88,0,0,1
58810,55,0,0,1
67744,21,0,25.6,1
67899,80,0,91.9667,1
59567,63,0,0,1
59101,85,0,0,1
66708,71,0,0,1
59489,34,0,0,1
67903,63,0,19.2167,1
66441,33,0,0,1
66650,73,0,0,1
69613,44,0,0,1
69820,89,0,0,0
67676,61,0,0,1
69614,83,0,0,1
62436,55,0,167.1,1
69823,73,0,27.6167,1
66454,79,0,520.133,0
66720,71,0,0,1
67915,88,0,0,1
59768,59,0,0,1
59777,63,0,0,1
62524,35,0,0,1
62903,42,0,0,0
69807,39,0,0,1
60914,41,0,0,0
67738,73,0,0,1
67888,70,0,2,1
58811,24,0,0,0
61175,32,0,3.1,1
59733,23,0,0,0
61787,26,0,107.5,1
65639,17,0,0,0
67015,67,0,5.61667,1
64391,26,0,0,1
64958,48,0,222.85,1
66053,37,0,0,0
62122,28,0,0,1
66742,74,0,0,0
66863,31,0,0,1
61236,46,0,27.8167,1
66655,21,0,0,1
67964,69,0,0,1
67747,29,0,0,0
67663,74,0,238.95,1
67047,93,0,0,1
60587,74,0,0,1
59537,22,0,0,1
71027,23,0,0,1
66447,21,0,0,0
67907,91,0,0,1
69615,85,0,123.817,0
60288,79,0,0,1
69367,84,0,0,0
61834,20,0,0,0
60171,83,0,0,0
70667,92,0,0,1
70191,74,0,0,1
63161,66,0,0,1
67690,75,0,0,1
67908,76,0,0,1
66741,86,0,0,1
66663,76,0,0,1
64180,70,0,0,1
67559,81,0,0,1
60530,67,0,5.16667,1
58899,25,0,0,1
68358,77,0,305.6,1
58909,73,0,44.0167,1
69874,40,0,0,0
66647,81,0,0,1
66709,76,0,0,1
62116,77,0,0,1
66988,81,0,236.4,1
67021,43,0,0,1
64363,20,0,0,1
63556,66,0,0,1
66438,26,0,0,1
59157,22,0,0,1
70424,20,0,0,0
60176,19,0,0,1
61475,22,0,0,1
67173,56,0,3.91667,0
67369,55,0,0,1
66653,58,0,0,0
66440,48,0,0,0
61134,42,0,0,1
66010,33,0,0,0
68253,29,0,0,0
70799,49,0,0,1
68837,18,0,0,1
67752,22,0,0,1
69797,25,0,0,0
67622,25,0,0,0
58972,28,0,0,1
67756,21,0,0,0
63207,18,0,0,1
67920,45,0,0,1
63438,21,0,0,0
66712,52,0,3,1
67988,20,0,2.46667,1
66466,35,0,1.5,0
60704,22,0,0,1
60251,50,0,0,1
67597,24,0,0,1
69602,26,0,0,1
59814,35,0,0,0
70130,37,0,0,1
65636,23,0,0,0
66455,22,0,0,1
68989,23,0,0,0
64128,35,0,0,0
62724,22,0,0,0
69060,25,0,0,1
68260,16,0,0,1
63404,55,0,0,1
65392,40,0,0,1
69877,24,0,0,0
61880,28,0,4,1
61752,31,0,0,1
67678,22,0,0,1
65783,23,0,0,0
65652,31,0,146.067,1
59029,48,0,20.6333,1
64087,20,0,50.05,0
67751,30,0,0,0
68681,51,0,0,1
61929,51,0,304.8,0
67616,37,0,0,0
67698,18,0,0,1
58545,19,0,0,1
69863,38,0,0,0
65172,19,0,13.5,1
69876,43,0,0,1
65588,45,0,0,1
63580,27,0,0,1
67917,56,0,0,1
59847,40,0,0,1
66660,47,0,32.7667,0
63019,52,0,0,0
66732,53,0,5.86667,0
67688,82,0,0,0
61029,84,0,0,0
63162,25,0,0,1
63756,68,0,193.4,0
59264,40,0,231.083,1
69810,80,0,0,1
59932,24,0,0,1
66322,25,0,0,1
64716,26,0,0,0
65721,21,0,0,0
68709,26,0,0,0
67905,22,0,0,1
63240,35,0,0,1
60160,26,0,0,1
65578,31,0,0,0
70716,63,0,0,1
61417,18,0,0,1
62106,42,0,0,1
60998,70,0,0,0
66439,48,0,0,1
69245,26,0,0,1
59579,49,0,0,0
58822,24,0,0,0
69878,55,0,0,1
59993,40,0,0,1
69147,78,0,0,1
67623,72,0,0,1
64463,69,0,29.3667,1
60180,19,0,0,1
61940,47,0,3,0
59593,28,0,0,0
59147,54,0,21.65,0
62138,21,0,0,1
58830,20,0,0,0
60549,36,0,0,0
69867,37,0,6,1
67694,35,0,0,1
67660,36,0,0,0
63534,66,0,0,1
60756,39,0,77.35,0
69880,22,0,14.1667,1
67664,42,0,16.6333,0
61451,19,0,0,1
64033,90,0,1698.78,1
66701,73,0,0,1
67897,34,0,0,1
66705,65,0,0,1
67607,49,0,14.4167,0
67669,32,0,0,1
66330,49,0,316.65,1
61912,63,0,72.6333,0
69879,18,0,0,1
67612,41,0,260.183,0
69612,52,0,0,1
69728,53,0,0,1
64886,34,0,0,0
59394,58,0,0,1
66718,43,0,0,1
65856,60,0,0,0
59647,82,0,2.93333,1
60654,34,0,0,0
61390,29,0,299.583,0
69798,35,0,0,1
66363,74,0,0,1
66723,82,0,68.0833,1
61510,51,0,484.05,0
69595,43,0,0,0
69804,65,0,0,1
59059,32,0,9.06667,1
60159,55,0,0,0
69865,32,0,99.8333,0
64665,53,0,0,1
66460,24,0,0,0
59186,29,0,0,0
62892,24,0,0,0
64462,19,0,0,1
67661,49,0,0,0
66465,94,0,0,1
69604,84,0,0,1
67890,64,0,0,1
69814,87,0,835.3,1
67600,66,0,0,1
67742,69,0,0,1
68750,65,0,0,1
63504,61,0,0,0
67608,45,0,0,0
67670,37,0,0,1
59931,27,0,0,1
68762,24,0,18.45,0
66648,23,0,0,1
63584,81,0,76.3833,1
66706,23,0,0,1
60852,37,0,0,1
63396,87,0,0,1
58780,90,0,2872.48,1
69826,69,0,0,0
66600,59,0,29.3167,0
61526,71,0,0,1
63034,55,0,0,1
64423,49,0,140.55,0
65171,34,0,0,1
59835,34,0,0,0
70732,49,0,0,0
69888,50,0,35.6167,1
60591,28,0,0,0
70433,34,0,0,1
62750,17,0,143.9,0
67009,24,0,1.75,0
69871,72,0,0,1
69010,80,0,0,1
69801,62,0,0,1
66319,69,0,286.517,0
70884,38,0,0,1
63458,39,0,0,0
68291,64,0,0,1
59162,42,0,245.767,1
70646,17,0,0,1
67606,82,0,0,1
64481,32,0,0,0
63342,71,0,0,1
60714,20,0,0,0
70874,23,0,10.2,0
67992,31,0,548.883,0
67598,69,0,0,1
61675,20,0,0,1
69611,21,0,0,1
70722,38,0,0,0
67441,38,0,0,0
70727,35,0,0,1
58869,40,0,0,0
68663,24,0,0,1
70640,21,0,0,0
70731,27,0,0,1
68502,61,0,3.8,0
70416,18,0,0,1
67126,23,0,0,0
70606,30,0,10.5833,0
67672,30,0,0,0
70675,56,0,0,1
68204,26,0,0,0
68008,42,0,0,1
67350,24,0,0,0
71206,70,0,0,1
66801,38,0,0,1
65793,86,0,0,1
60300,42,0,76.3833,0
66643,18,0,0,0
66781,25,0,0,1
67904,38,0,0,1
63298,29,0,0,0
58920,21,0,0,1
70336,32,0,1.38333,1
64459,46,0,0,1
63517,24,0,0,1
62211,46,0,0,0
67745,50,0,0,0
66074,46,0,0,1
65305,41,0,0,0
62217,81,0,0,1
61251,88,0,0,1
67668,70,0,0,1
59640,88,0,0,1
65789,81,0,0,1
59743,73,0,0,1
68335,75,0,81.7667,1
66356,76,0,336.267,0
67901,46,0,868.483,0
67121,64,0,0,1
59268,82,0,0,1
62402,19,0,0,0
68503,60,0,0,1
61358,28,0,0,0
67351,73,0,154.283,1
70390,81,0,0,1
68671,43,0,0,1
70611,40,0,0,1
65572,80,0,0,0
60586,31,0,0,0
62793,22,0,0,1
69828,52,0,0,1
66564,72,0,477.683,1
66731,55,0,2.75,1
60098,61,0,163.75,1
59102,83,0,0,0
70615,81,0,91.8,0
60699,93,0,0,1
62467,81,0,48.7333,1
68636,94,0,0,1
70617,45,0,0,1
65182,82,0,3.86667,1
68864,82,0,0,1
66730,77,0,0,1
68324,46,0,0,0
60707,43,0,0,1
58448,27,0,0,1
68664,68,0,0,0
58879,94,0,332.467,1
67446,72,0,2.25,0
68418,94,0,0,1
70418,86,0,0,1
67127,59,0,0,1
62482,71,0,0,1
66932,22,0,0,0
60857,86,0,0,0
67357,84,0,0,1
67452,28,0,0,1
68424,72,0,131.867,1
63164,67,0,0,1
62777,77,0,0,0
67136,88,0,51.6167,1
67695,56,0,0,0
69601,57,0,0,1
61782,80,0,0,1
62728,79,0,0,1
62094,95,0,1.66667,1
68395,84,0,0,1
68312,28,0,0,1
71006,88,0,0,0
69487,79,0,0,1
63961,69,0,0,0
65175,88,0,0,1
70708,62,0,0,1
70686,38,0,0,0
59304,59,0,0,0
65631,65,0,0,0
64458,80,0,0,1
66446,53,0,17.15,1
61603,51,0,0,0
68340,59,0,0,1
68416,55,0,12.3667,1
61122,62,0,26.3333,0
67122,32,0,6.01667,0
67345,61,0,0,1
68342,65,0,0,1
68419,68,0,0,1
70412,86,0,0,0
67128,58,0,0,1
70605,88,0,0,0
61844,82,0,0,1
60142,77,0,0,1
61001,92,0,0,1
68714,90,0,0,1
67750,84,0,0,1
64397,78,0,0,1
66453,80,0,0,1
67918,25,0,0,1
66087,90,0,0,1
63751,76,0,0,1
66922,76,0,8.5,1
62190,76,0,0,1
64830,91,0,0,1
70655,63,0,0,1
68513,49,0,0,0
59133,94,0,0,1
67503,84,0,0,1
63399,40,0,0,1
68524,84,0,6.51667,1
64194,67,0,0,1
68487,54,0,0,1
68399,47,0,0,1
68181,60,0,0,1
62031,89,0,0,0
61936,74,0,0,1
68402,88,0,0,1
63539,42,0,0,0
63464,36,0,0,0
69811,44,0,0,1
68337,28,0,0,0
68341,82,0,27.4833,1
59140,88,0,0,1
61043,66,0,0,1
63740,80,0,0,1
67346,92,0,0,1
67164,29,0,0,0
68343,48,0,0,1
68493,30,0,0,1
70413,30,0,0,1
68668,73,0,0,1
67451,87,0,0,1
64919,63,0,0,1
70607,21,0,0,0
67454,64,0,192.533,0
68425,93,0,0,0
59479,26,0,0,1
68675,79,0,0,0
59060,28,0,0,0
68314,33,0,0,1
67364,58,0,0,1
63965,79,0,0,1
67333,25,0,0,0
68490,29,0,0,1
70398,47,0,0,1
68650,40,0,0,0
69387,23,0,0,0
67436,19,0,0,0
61322,19,0,0,1
67342,21,0,51.6333,1
67439,46,0,70.5667,0
67120,20,0,0,1
70725,44,0,0,1
67444,38,0,0,1
69893,43,0,0,0
61676,19,0,0,0
64340,47,0,0,1
70408,79,0,0,1
68661,26,0,0,1
67123,47,0,0,0
58947,24,0,0,0
67347,44,0,0,1
67448,19,0,0,0
59957,30,0,28.3667,1
68505,63,0,5.86667,1
68420,30,0,0,1
68499,26,0,0,0
70386,47,0,0,0
67134,36,0,0,0
60161,41,0,0,0
64923,78,0,0,1
70609,31,0,0,1
67137,65,0,0,1
69887,25,0,0,1
68699,31,0,0,0
67437,35,0,0,0
69030,24,0,0,1
69885,23,0,0,0
61111,33,0,0,1
59570,22,0,0,0
68512,19,0,0,1
62464,88,0,0,1
63831,19,0,0,0
69608,25,0,0,1
62798,42,0,0,0
67140,17,0,0,0
68326,33,0,0,0
65760,29,0,8.16667,1
65545,80,0,31.9833,1
60861,47,0,24.3667,1
59848,22,0,0,1
60761,39,0,0,0
70964,23,0,0,1
64146,19,0,0,0
62484,32,0,0,1
67352,33,0,0,1
68506,81,0,0,1
69388,27,0,0,0
68669,64,0,0,0
58818,26,0,0,1
67359,38,0,0,1
66298,26,0,0,1
69536,31,0,0,1
60687,42,0,20.9167,1
71029,58,0,165.9,1
70392,22,0,7.76667,0
70613,36,0,0,1
67138,26,0,0,0
61014,34,0,0,1
70881,53,0,0,0
67361,32,0,0,0
61002,54,0,0,1
63312,38,0,0,1
60247,26,0,0,0
63830,25,0,0,0
65292,23,0,0,0
67356,49,0,0,1
62090,19,0,0,0
67132,41,0,0,1
68649,28,0,0,0
68339,32,0,0,1
63094,26,0,0,1
66602,48,0,0,0
62286,17,0,24.0833,1
67610,25,0,0,0
67924,29,0,0,1
64574,43,0,0,0
67113,22,0,0,0
59843,54,0,0,1
70624,23,0,0,1
68806,22,0,0,1
62791,18,0,46,0
58998,26,0,0,1
70639,30,0,0,0
66670,69,0,0,1
60032,65,0,0,1
67124,30,0,0,1
68350,41,0,0,0
58889,70,0,0,1
67348,59,0,0,1
68344,26,0,0,1
68413,25,0,0,1
61430,30,0,0,0
70389,84,0,0,1
64342,23,0,0,1
67353,25,0,0,0
68346,53,0,0,1
68509,32,0,0,0
68486,53,0,0,0
59393,40,0,0,0
66704,30,0,0,1
68450,41,0,0,0
65567,57,0,17.3667,1
63623,62,0,3.61667,1
61917,84,0,0,1
60169,44,0,0,0
70623,80,0,0,1
59985,31,0,0,1
70653,40,0,0,0
61803,50,0,0,1
68393,53,0,0,1
67761,64,0,0,1
60836,38,0,18.3167,1
64003,28,0,0,0
59887,54,0,2.25,0
84978,57,0,1019.28,0
67954,29,0,0,1
68824,63,0,0,1
63401,20,0,0,0
71418,36,0,0,0
69402,21,0,0,1
70410,46,0,0,1
70402,44,0,0,1
67118,19,0,0,1
68414,49,0,87.1,0
68667,43,0,0,1
60766,21,0,0,1
62813,63,0,2.16667,0
67354,52,0,0,0
68492,50,0,0,1
68673,44,0,0,1
70614,26,0,0,1
67360,55,0,0,0
68309,34,0,0,1
70396,33,0,0,1
65208,75,0,0,1
68635,57,0,0,1
68933,81,0,0,1
68484,32,0,0,0
66792,37,0,10.2833,0
66722,18,0,0,1
70720,81,0,0,1
59627,29,0,0,0
63190,24,0,0,1
59600,68,0,0,1
69440,63,0,4.21667,1
70707,34,0,0,0
67671,56,0,0,1
68639,44,0,0,1
68652,36,0,0,1
58592,35,0,0,1
70730,29,0,0,1
61452,27,0,0,1
64721,28,0,0,1
67119,60,0,0,0
60696,59,0,0,0
67432,30,0,0,0
58510,24,0,0,1
68415,62,0,0,1
67344,22,0,0,1
70654,22,0,0,0
61069,21,0,0,1
63043,56,0,0,0
68417,70,0,0,0
63179,24,0,0,1
67450,87,0,0,1
70734,30,0,0,0
61037,23,0,0,1
66245,28,0,0,1
63442,39,0,0,1
64396,55,0,0,1
65401,32,0,0,0
61491,35,0,0,1
67355,40,0,0,1
66571,26,0,0,1
60608,60,0,0,1
60860,45,0,0,1
67621,82,0,0,1
63175,29,0,0,1
70704,49,0,0,1
68316,21,0,0,0
59569,31,0,0,0
62502,59,0,4.25,1
59027,17,0,0,0
70621,82,0,0,1
60315,24,0,0,1
68400,50,0,0,1
68653,44,0,0,1
69422,47,0,0,1
70718,88,0,72.3667,1
60035,30,0,0,1
68656,54,0,0,1
68987,39,0,147.583,0
69218,45,0,0,1
67839,35,0,0,0
68135,19,0,0,1
62247,62,0,0,0
63523,75,0,0,1
69901,29,0,0,0
63742,66,0,6.91667,0
70426,75,0,64.3833,1
69541,57,0,0,0
68019,82,0,0,0
67289,61,0,0,1
69547,63,0,0,1
71398,46,0,0,0
69113,31,0,0,1
69205,61,0,0,1
60257,28,0,0,1
68079,39,0,0,1
71402,50,0,0,0
69345,61,0,1.91667,1
67828,53,0,0,1
68123,71,0,11.55,1
69209,28,0,0,1
69523,36,0,40.1667,1
60200,55,0,0,1
62162,31,0,0,1
58788,79,0,0,1
69530,71,0,0,0
61264,24,0,0,0
59256,58,0,0,1
71153,19,0,0,1
69222,21,0,0,1
59340,46,0,0,0
68485,20,0,0,0
66395,51,0,0,1
59204,48,0,0,1
62904,33,0,43.1667,1
71416,22,0,0,0
69140,29,0,4.08333,0
60432,84,0,0,1
69359,65,0,10.2667,1
67028,25,0,0,1
63409,26,0,0,0
64573,78,0,0,1
69362,36,0,90.8333,1
63150,27,0,26.4833,0
69400,72,0,0,1
67480,75,0,2.31667,0
66277,49,0,0,1
66470,34,0,0,1
70616,44,0,271.717,1
59808,39,0,507.6,1
62054,42,0,0,1
67887,43,0,0,1
68334,63,0,0,1
63260,21,0,3.83333,1
62544,50,0,30.85,1
68322,30,0,0,1
68469,66,0,0,1
68654,33,0,0,0
61027,89,0,0,1
69049,26,0,11.05,0
63746,27,0,0,0
69524,36,0,0,0
68057,66,0,42.5333,1
70703,77,0,359.983,0
63487,70,0,4.4,0
71339,38,0,0,0
69134,51,0,0,0
69219,98,0,0,1
66017,25,0,0,1
63188,82,0,0,1
69224,65,0,170.183,0
59273,41,0,0,1
71417,36,0,0,0
66333,42,0,0,0
63744,76,0,0,1
69141,26,0,0,1
69227,89,0,0,0
69360,74,0,4.05,1
62505,23,0,0,0
66384,39,0,0,1
68139,80,0,0,1
69231,79,0,0,0
61420,84,0,0,1
69549,28,0,0,0
60615,79,0,0,1
63622,33,0,0,1
69548,60,0,0,1
59085,62,0,0,0
68489,37,0,0,0
64257,28,0,0,1
67822,40,0,8.56667,1
66402,47,0,0,1
69103,52,0,0,0
60233,70,0,0,1
71354,34,0,0,0
71324,37,0,0,1
69515,29,0,0,0
59048,39,0,0,0
59077,69,0,0,1
70322,82,0,0,1
66542,58,0,0,0
64627,61,0,324.933,1
61983,74,0,590.833,0
67831,41,0,0,1
63119,39,0,0,0
63971,92,0,768.783,1
60089,75,0,0,1
71146,67,0,0,1
69531,61,0,0,1
64040,95,0,0,1
68133,94,0,0,1
71419,62,0,74.25,1
71410,84,0,0,0
63324,78,0,3.28333,1
61700,59,0,0,1
61190,53,0,0,1
71343,16,0,0,1
67854,23,0,0,0
71157,83,0,0,1
67846,76,0,54.7167,1
67115,56,0,0,0
65159,97,0,332,1
71313,29,0,0,0
67365,92,0,0,1
69351,90,0,0,1
67855,24,0,0,0
71134,58,0,0,1
69145,87,0,0,1
68638,68,0,0,1
70101,89,0,92.0333,1
66320,88,0,6.41667,1
64302,76,0,0,1
71275,61,0,0,0
69114,68,0,0,1
70710,85,0,169.75,1
63165,65,0,0,1
71326,69,0,0,1
62939,86,0,0,0
65393,73,0,0,1
61650,27,0,23.8333,1
62900,35,0,0,0
59549,27,0,0,0
65085,73,0,0,1
68052,62,0,0,1
62781,69,0,0,1
59820,36,0,0,1
61253,23,0,0,0
69130,79,0,0,1
69216,65,0,0,1
68063,46,0,6.65,0
68134,59,0,24.45,1
69135,47,0,0,0
65023,50,0,0,0
69355,67,0,0,1
68067,59,0,0,1
65129,77,0,0,0
71154,18,0,0,0
65548,63,0,0,1
68138,38,0,1115.17,1
64949,49,0,0,0
65190,81,0,0,0
59452,28,0,0,1
61733,72,0,0,0
63951,66,0,0,1
64581,60,0,0,1
66812,39,0,0,1
59582,82,0,4.85,1
69706,67,0,0,1
70988,78,0,0,1
68087,65,0,0,1
69824,79,0,57.1167,0
65027,42,0,0,1
69366,70,0,124.25,1
66619,65,0,3.93333,1
61814,82,0,248.15,1
69115,64,0,0,1
71138,71,0,0,1
69119,75,0,0,0
67428,57,0,0,1
71401,48,0,0,1
62788,42,0,0,1
59551,89,0,537.567,1
67159,56,0,3.46667,0
65858,83,0,0,1
153084,58,0,0,1
70721,53,0,0,0
60031,42,0,0,0
64142,33,0,0,1
59405,76,0,0,1
59972,30,0,0,1
60125,34,0,0,1
65770,62,0,0,1
69212,87,0,0,1
60500,80,0,0,1
70772,55,0,1.23333,1
65032,84,0,0,1
61662,77,0,169.533,1
69131,61,0,0,1
63220,62,0,4.53333,1
69532,24,0,0,1
66151,70,0,239.967,1
63948,77,0,0,0
67840,72,0,4,1
71108,59,0,0,1
59136,23,0,0,0
62398,23,0,84.9,1
61799,45,0,35.5667,1
65841,27,0,41.8833,0
66256,77,0,23.2333,0
62877,48,0,0,1
60015,49,0,0,0
59202,87,0,0,1
66050,41,0,0,0
69974,86,0,2.38333,1
61944,70,0,0,1
66656,60,0,0,1
61689,23,0,26,0
69537,70,0,0,0
69516,45,0,0,1
61169,70,0,149.85,1
69143,34,0,0,1
62833,84,0,6.11667,1
71135,27,0,0,0
61237,68,0,0,1
68674,57,0,0,1
66775,69,0,77.5667,0
67832,71,0,0,0
68928,52,0,0,0
62921,43,0,0,1
61866,67,0,0,0
68077,58,0,0,0
69527,54,0,0,1
62424,43,0,0,0
71332,58,0,0,1
67834,88,0,0,0
58895,68,0,2133.2,1
68127,69,0,3.91667,1
69128,91,0,97.7,0
71148,77,0,0,1
68064,30,0,0,0
69132,80,0,374.633,1
71223,90,0,6.7,1
71150,60,0,0,1
67841,47,0,0,1
60705,41,0,117.017,1
71341,88,0,194.667,1
69220,60,0,0,1
59422,54,0,0,0
71161,26,0,0,1
59443,90,0,0,0
62197,40,0,0,1
60194,52,0,0,0
68357,75,0,0,1
69225,64,0,0,1
59585,48,0,0,1
71159,28,0,0,1
61660,55,0,0,0
69544,64,0,118.9,1
71317,30,0,0,1
68076,61,0,0,1
60360,60,0,0,1
71357,76,0,0,0
59030,59,0,0,1
69233,74,0,0,1
69356,77,0,0,0
69550,94,0,0,1
62368,86,0,4.71667,1
71319,21,0,0,0
68078,89,0,0,1
68141,76,0,0,0
67553,63,0,0,1
69203,89,0,410.5,0
69343,70,0,16.1667,1
64663,32,0,0,0
63519,69,0,0,1
68081,59,0,0,1
69206,81,0,0,1
69517,59,0,0,0
71327,67,0,0,1
68054,77,0,0,1
69120,85,0,0,1
69521,83,0,474.367,1
67833,54,0,0,0
71330,75,0,0,1
62310,39,0,46.6333,1
61177,67,0,0,0
68126,25,0,0,0
69158,24,0,0,0
71408,41,0,0,1
71337,37,0,6.58333,1
69133,69,0,0,1
69533,63,0,0,1
67837,63,0,0,1
58868,36,0,0,1
71412,52,0,0,0
65033,88,0,0,1
71345,68,0,0,0
63245,84,0,0,1
71415,81,0,0,1
68136,77,0,76.3167,1
69139,25,0,0,1
70630,37,0,11.3667,1
58945,32,0,0,1
70629,46,0,0,1
63347,18,0,0,1
62448,43,0,0,1
65041,22,0,0,0
71406,30,0,27.15,0
59222,19,0,0,0
71314,66,0,0,1
70622,47,0,0,0
64233,27,0,5.25,1
61144,28,0,0,1
69144,39,0,0,1
64524,45,0,0,1
60208,63,0,0,1
65591,23,0,0,1
67852,24,0,0,0
68932,30,0,3.88333,1
71158,53,0,72.6667,1
69116,40,0,4,0
69344,32,0,0,0
67827,43,0,0,1
68308,34,0,1.83333,1
65158,30,0,0,1
64963,52,0,52,0
64928,70,0,0,1
61227,65,0,2.38333,1
68670,31,0,0,0
68055,25,0,0,1
60124,23,0,0,0
66618,57,0,0,1
66729,40,0,0,0
62695,30,0,0,0
71338,23,0,0,0
60387,27,0,0,0
63558,44,0,0,1
69217,80,0,4.86667,1
