ID,VAR1,VAR2,VAR3,OUTCOME
26353,53,1,3943.85,1
35022,52,1,0,1
43397,23,2,0,0
32289,71,1,0,0
44578,63,1,0,1
28083,66,1,20.4833,1
41853,79,1,3.16667,1
41919,75,1,1232.75,0
43012,24,1,515.1,1
43136,73,1,3.43333,1
40559,61,3,0,1
28666,63,1,0,1
42877,52,1,0,1
43014,77,1,0,1
38415,32,1,0,0
32021,61,1,0,1
43142,71,1,0,1
39986,86,3,438.517,1
40226,66,2,2.41667,1
44914,59,1,13.8167,1
37764,26,1,6.9,1
38866,85,1,4.05,1
27839,84,1,0,0
41924,56,1,2.78333,1
44869,58,1,5.1,1
43148,55,1,1.75,1
29804,58,1,23.45,1
44505,61,2,36.35,1
42767,36,1,0,1
31058,84,1,0,1
36427,54,2,0,0
43423,20,1,0,0
42145,56,1,5.61667,1
32060,48,1,178.233,0
30646,55,5,14.8167,1
26829,29,2,156.817,0
26039,59,2,747.817,1
38912,68,1,0,1
25694,72,1,0,1
36229,77,1,0,1
33464,52,1,0,1
31655,80,1,3.5,1
40374,76,1,879.283,1
29512,75,2,464.717,0
30442,55,1,441.967,1
41933,75,1,5.35,1
43481,83,1,5.93333,1
44611,84,1,111.983,1
43653,67,1,11.25,0
43002,86,2,0,0
41611,71,2,0,1
36717,77,1,0,1
42889,33,1,3.2,1
44579,74,1,484.117,1
43133,55,1,10.7167,1
44584,34,2,73.9333,0
30706,62,1,2.83333,1
44786,58,1,78.9833,1
44867,70,1,0,0
41858,50,1,0,1
44903,44,1,0,1
42961,66,1,0,1
41623,81,1,0,1
30023,24,1,44.5667,1
44790,50,2,1023.38,0
27866,81,4,338.917,1
41016,62,1,234.467,1
41333,74,1,138.75,1
43810,69,1,0,1
31619,37,1,0,0
28637,58,2,0,1
39252,44,1,194.95,1
28588,44,1,0,1
36022,79,1,16.8667,1
43181,57,1,168.133,0
27514,89,1,239.717,1
27150,79,1,10.0167,0
26828,78,2,0,1
35810,53,1,0,0
43992,65,1,0,0
39246,30,1,0,1
36997,45,1,329.75,1
35069,68,0,0,1
42681,52,0,0,1
30467,56,0,185.833,0
27771,82,0,56.45,1
31600,68,0,0,1
33143,68,0,2099.88,1
34247,92,0,1286.57,1
35611,71,0,2.9,1
40976,62,0,0,1
41179,29,0,1344.2,1
41917,43,0,0,1
36776,64,0,638.767,1
34797,31,0,0,1
27197,67,0,0,1
44580,55,0,0,1
44820,63,0,0,1
43895,63,0,757.067,0
41854,86,0,640.367,1
35580,69,0,6.2,0
35708,49,0,0,1
43871,51,0,412.467,1
41506,60,0,1304.92,1
44787,45,0,0,1
28263,48,0,3,0
43366,70,0,212.45,1
40760,57,0,25.0833,1
44549,41,0,1455.42,0
28369,73,0,0,1
31884,92,0,0,1
41626,67,0,0,0
40462,17,0,10.35,1
33673,81,0,21.9167,1
32094,74,0,0,1
32677,69,0,383.783,0
34265,43,0,0,1
43093,43,0,0,1
44555,22,0,0,1
34288,67,0,2.55,1
32293,63,0,0,1
42438,54,0,0,0
29030,66,0,0,1
30894,28,0,166.717,0
39077,43,0,0,1
28053,53,0,425.1,1
42867,43,0,4.63333,1
44891,36,0,0,1
41608,50,0,0,1
44892,85,0,623.333,1
43128,63,0,0,1
32454,70,0,0,1
25883,69,0,0,1
32154,76,0,8.83333,1
44878,49,0,1015.87,1
29451,54,0,0,0
32254,95,0,0,1
44896,64,0,121.683,1
41849,25,0,0,0
28081,67,0,323.067,1
41562,24,0,476.183,1
28202,61,0,0,1
44898,79,0,406.883,0
36327,23,0,0,0
32146,59,0,0,1
35471,23,0,1232.22,0
43018,83,0,0,0
28149,40,0,0,1
44791,54,0,0,1
28364,33,0,201.2,1
41866,76,0,648.283,1
41004,39,0,555.367,1
42855,82,0,0,1
41931,44,0,0,1
26688,51,0,0,1
41630,71,0,0,1
44550,63,0,2153.52,1
31773,75,0,0,1
34534,58,0,108.817,1
28730,62,0,0,1
44875,52,0,12.75,1
40940,63,0,3274.2,1
30345,24,0,17.8333,1
44560,66,0,2.11667,1
42868,84,0,282.533,0
41609,68,0,31.2833,1
44802,59,0,1047.42,1
35013,69,0,264.217,1
43004,80,0,165.6,1
27022,78,0,303.617,0
43586,62,0,292.233,1
34982,71,0,0,1
28236,67,0,8.63333,1
44570,62,0,170.617,1
43007,53,0,3.98333,1
30524,76,0,588.867,1
41616,88,0,19.15,1
38219,52,0,1299.7,1
44812,32,0,168.183,0
41918,71,0,0,1
43009,62,0,0,1
44575,88,0,425.55,1
43117,67,0,0,0
41619,66,0,7.01667,1
44815,72,0,324.467,1
26448,83,0,1891.37,1
41855,46,0,2229.52,0
44582,64,0,573.367,1
43600,73,0,653.05,1
41621,72,0,1027.58,1
35041,36,0,314.7,1
42879,42,0,239.733,0
41859,86,0,0,1
42963,82,0,0,0
42989,20,0,305.017,1
25983,74,0,363.25,1
28384,45,0,16.0333,1
39549,62,0,0,0
43019,77,0,240.133,1
42966,55,0,0,0
44792,49,0,240.25,1
44870,79,0,2134.58,1
44553,72,0,0,1
36050,80,0,28.8833,1
41631,37,0,0,0
35800,53,0,483.817,1
27875,60,0,4.61667,1
42940,69,0,200.767,1
30285,83,0,0,1
36621,66,0,638.783,1
41908,55,0,88.6833,0
33906,64,0,515.75,1
38424,63,0,3504.58,1
42863,52,0,639.817,1
42995,76,0,0,1
42944,66,0,16.3333,0
40651,77,0,0,1
33148,61,0,261.133,1
44879,69,0,649,1
43000,52,0,0,0
44402,50,0,168.2,1
41610,53,0,4.16667,1
32150,76,0,2.25,1
32695,61,0,182.383,1
41911,32,0,53.5833,1
29599,53,0,927.6,1
43129,84,0,1811.23,1
36047,65,0,147.917,0
44804,90,0,0,0
25687,74,0,303.117,1
41847,76,0,927.7,0
44616,47,0,1535.62,1
44571,74,0,49.1667,0
30134,25,0,0,1
30450,92,0,668.117,1
29844,82,0,0,1
38086,79,0,0,1
44895,49,0,0,1
41612,88,0,21.4167,1
42532,54,0,2421.45,0
29202,66,0,22.0333,1
29513,73,0,952.733,1
44813,53,0,4.98333,0
27176,66,0,0,1
37077,52,0,1668.05,0
27618,46,0,203.8,0
42998,38,0,500.517,1
44873,63,0,753.633,1
29849,24,0,574.15,1
30342,48,0,567.917,1
30390,72,0,70.4667,1
42875,23,0,192.867,1
27753,61,0,163.567,1
43138,63,0,0,1
43520,44,0,0,1
41624,40,0,949.683,0
42519,77,0,49.45,1
31678,67,0,761.45,0
44872,46,0,528.883,0
32431,72,0,611.733,1
26362,44,0,227.8,0
34671,70,0,436.533,1
36290,77,0,364.75,1
37572,31,0,86.5667,0
42993,66,0,177.667,0
44182,56,0,0,0
44561,70,0,119.467,0
30571,88,0,894.8,1
44551,28,0,0,1
30898,64,0,0,1
44246,72,0,28.5667,1
44880,24,0,0,1
26986,46,0,0,1
41838,32,0,451.4,1
41909,45,0,0,1
40486,23,0,0,1
42864,23,0,0,1
42996,51,0,81.6667,0
43122,42,0,0,1
26443,27,0,0,0
44885,46,0,0,1
42947,72,0,0,1
42276,28,0,1061.08,1
38631,70,0,130.917,1
44916,17,0,0,1
37510,54,0,0,1
30866,54,0,0,0
40104,68,0,0,1
38471,46,0,148.65,1
40965,62,0,0,1
34990,51,0,984.183,1
35150,22,0,0,0
41053,38,0,0,1
41614,25,0,0,1
42831,49,0,0,1
42951,58,0,1182.65,1
37433,76,0,11.0167,0
44572,20,0,8.26667,0
42954,50,0,171.233,1
43008,72,0,0,1
40106,57,0,436.967,1
44865,51,0,10.3833,1
42934,92,0,583.967,0
42881,23,0,0,0
41292,38,0,0,1
41862,49,0,9.7,1
44788,32,0,0,1
40004,61,0,0,1
43206,79,0,0,0
25161,61,0,0,1
29191,49,0,12.5,1
42857,41,0,317.283,0
41856,32,0,0,1
28494,65,0,0,1
43518,56,0,0,1
42990,68,0,194.283,1
44556,90,0,364.833,1
27989,73,0,8.2,1
44121,25,0,394.833,0
44686,74,0,6.98333,1
43990,36,0,103.2,1
34540,48,0,163.35,1
41839,89,0,475.2,1
41910,70,0,5.75,0
39467,81,0,0,1
42672,55,0,0,0
30164,64,0,759.833,0
41308,31,0,0,1
41566,32,0,0,1
41907,38,0,0,0
26151,42,0,24.2167,0
30353,60,0,205.117,1
38937,81,0,95.1,1
44893,73,0,150.9,1
38720,66,0,0,1
36512,74,0,0,1
44766,53,0,0,0
40415,41,0,0,1
32937,49,0,0,1
31212,93,0,319.133,1
42886,40,0,0,0
33061,30,0,0,0
42959,76,0,0,0
42876,33,0,0,0
31821,72,0,0,1
43143,51,0,0,1
36666,94,0,365.417,0
41542,76,0,0,1
44547,80,0,0,1
43100,54,0,318.033,1
43119,39,0,10.3333,1
43495,45,0,55.75,1
34246,49,0,15.5667,1
43139,46,0,68.3167,1
28506,46,0,0,1
35381,49,0,0,0
31239,65,0,0,0
44564,33,0,0,0
44883,33,0,0,0
26705,80,0,1316.72,0
41270,64,0,4.23333,1
27854,25,0,0,1
44565,83,0,0,1
32058,37,0,0,0
40107,33,0,0,1
42039,86,0,847.817,0
41695,43,0,12.0333,0
27973,79,0,0,1
42287,76,0,0,0
34421,36,0,0,0
34286,62,0,0,1
40973,39,0,0,0
40789,57,0,0,0
44886,36,0,1442.8,0
42415,56,0,9.91667,1
40451,51,0,1.66667,1
29315,60,0,0,1
36177,61,0,0,1
30331,52,0,0,1
32169,70,0,0,1
44573,50,0,0,0
43005,47,0,12.3167,1
44819,64,0,7.6,0
44177,60,0,26.7167,1
35620,79,0,0,1
40113,66,0,0,1
44577,38,0,0,1
42872,55,0,8.63333,1
39121,68,0,0,1
41852,75,0,0,0
37502,47,0,0,0
36697,48,0,0,1
42389,41,0,0,1
44866,48,0,47.95,1
28001,53,0,101.633,1
38225,65,0,0,1
44789,46,0,0,0
42965,57,0,0,1
42942,31,0,0,0
36457,48,0,11.8,1
37243,94,0,793.117,1
30535,56,0,25.85,0
42988,28,0,24.85,1
39628,75,0,0,1
43116,47,0,0,1
30044,60,0,7.16667,1
41932,53,0,0,0
36492,55,0,0,1
41891,52,0,506.683,1
29769,20,0,4.08333,1
28672,57,0,291.383,1
42994,41,0,0,1
35075,71,0,0,1
38988,82,0,9.65,1
40469,60,0,1008.72,1
41617,72,0,721.667,1
43891,73,0,0,0
41867,79,0,1206.13,1
43140,47,0,26.7333,1
41625,73,0,3.03333,1
44265,87,0,1007.2,1
36490,83,0,2187.68,1
41451,77,0,0,0
38840,83,0,29.75,1
42997,66,0,5.28333,0
44803,26,0,672.617,0
30343,68,0,13.25,0
39078,30,0,16,1
27177,79,0,6.66667,1
26423,47,0,20.9167,1
43127,51,0,0,1
42874,78,0,0,1
26870,60,0,0,1
31691,34,0,4.03333,0
43011,62,0,11.0833,1
42960,45,0,0,1
29843,47,0,0,0
32672,48,0,0,0
42873,77,0,944.383,1
42885,47,0,20.5,1
41929,68,0,1937.43,1
36649,40,0,12.1667,0
27619,67,0,22.1,1
29597,68,0,642.433,1
40943,62,0,4194.2,1
42937,80,0,40.55,1
29801,46,0,0,1
42991,52,0,0,1
43120,56,0,0,1
44698,27,0,0,1
41597,53,0,292.55,1
44876,31,0,445.5,0
41834,46,0,729,0
42861,57,0,106.633,1
41603,74,0,1008.77,1
42945,43,0,12.6667,0
41804,48,0,0,1
43124,83,0,487.217,0
44888,82,0,34.8333,1
42949,78,0,18.7833,1
32147,55,0,463.55,0
44568,64,0,951.367,1
31883,44,0,1270.23,1
29784,80,0,36.75,0
37482,38,0,158.483,1
43572,73,0,324.917,0
35808,73,0,564.433,1
43630,62,0,129.683,1
34552,40,0,210.217,0
28751,50,0,0,0
31640,56,0,289.133,1
26647,87,0,23.8167,1
26399,71,0,38.2333,1
42555,35,0,1042.22,1
31556,85,0,463.667,1
34793,59,0,26.35,0
32953,69,0,55.8333,1
27811,48,0,283.517,1
25989,70,0,422,1
41843,74,0,0,1
43812,76,0,0,1
28179,62,0,15.25,1
37210,35,0,9.75,0
42359,44,0,21.8333,1
37462,25,0,526.9,1
43574,37,0,1028.1,0
35811,43,0,128.267,1
43841,74,0,249.517,1
29205,37,0,0,1
29480,64,0,0,1
37411,35,0,0,1
37464,82,0,829,1
43576,77,0,7.95,0
25698,58,0,24.7333,1
37413,78,0,86.0333,1
27532,75,0,23.0167,1
40334,64,0,0,0
43982,51,0,22.6833,1
27823,72,0,946.8,1
43618,71,0,888.833,0
27039,62,0,221.333,1
37194,33,0,25.2167,1
37473,63,0,433.017,1
44601,86,0,1612.35,1
43680,51,0,137.167,1
37422,73,0,9.66667,1
43830,21,0,17.5,0
42551,51,0,19.8333,1
42614,89,0,0,1
43569,52,0,0,1
43627,81,0,0,0
39136,72,0,0,1
42620,79,0,102.833,1
28488,67,0,971.483,1
26591,77,0,25.7167,1
30449,54,0,284.867,1
37206,51,0,109.333,0
42355,59,0,26.9833,0
37494,71,0,33.45,0
43635,62,0,24.5833,0
43839,79,0,1112.95,1
37517,39,0,991.5,0
27640,65,0,831.117,1
32407,51,0,1251.15,0
31983,59,0,0,0
43085,40,0,0,1
35756,49,0,0,0
42367,53,0,28.0833,1
34004,64,0,1777.75,0
40739,85,0,5.25,1
37468,57,0,20.3333,1
31763,48,0,1650.18,0
44434,38,0,1.16667,1
28665,53,0,0,1
34389,93,0,0,0
44871,65,0,3.11667,1
29575,83,0,37.45,0
44574,52,0,1893.35,1
33089,60,0,1008.07,0
40416,47,0,10.3,1
42643,85,0,4.96667,1
32328,86,0,15.8333,1
26570,21,0,99.65,0
39763,21,0,164.783,1
43824,50,0,41.65,1
31861,48,0,74.05,1
26335,42,0,90.8667,1
42134,64,0,0,1
39311,65,0,2213.08,1
43681,42,0,61.3167,1
27144,40,0,630.2,1
33116,63,0,992.8,0
43828,62,0,935.817,1
34284,61,0,10.4,1
28435,54,0,132.767,1
42615,50,0,8.33333,1
44794,81,0,949.733,1
30167,70,0,1163.95,1
36042,62,0,285.95,1
41045,62,0,29.6833,1
29629,51,0,15.8167,1
33648,80,0,47.5167,1
33778,75,0,1940.05,1
42563,84,0,73.4833,1
43697,64,0,1628.15,1
31690,48,0,0,0
32057,67,0,0,1
40936,41,0,0,0
35603,65,0,1397.3,1
40778,59,0,546.4,0
31886,86,0,82.7333,1
43648,52,0,13.5,1
44877,89,0,240.833,0
35210,82,0,364.2,1
29646,52,0,907.433,0
43577,69,0,1093.03,1
31710,45,0,15.25,1
32525,64,0,0,1
25557,78,0,0,1
43921,58,0,0,1
42125,65,0,12.7667,0
25615,31,0,171.383,1
29647,73,0,951.65,1
43188,71,0,678.583,1
32086,74,0,1097,1
36781,86,0,998.933,1
30004,79,0,3428.63,0
41575,57,0,150.85,0
43829,73,0,964.833,1
25870,80,0,96.3667,1
42628,92,0,1585.92,1
41841,50,0,90.7833,1
42357,71,0,0,1
42624,37,0,0,1
37491,41,0,0,0
43636,83,0,9.11667,1
43840,69,0,19.2,0
25936,51,0,0,1
28296,70,0,79.25,1
42564,61,0,0,1
42637,58,0,171.067,0
43844,54,0,0,0
42363,59,0,0,0
42899,42,0,723.483,0
37463,63,0,0,0
44814,67,0,0,1
39294,38,0,0,0
42529,81,0,43.2167,0
40643,43,0,0,1
38090,72,0,0,0
31452,40,0,0,1
41006,77,0,0,0
43579,59,0,0,1
38226,46,0,0,1
41701,69,0,0,1
38746,63,0,0,1
43820,73,0,173.467,1
41826,75,0,145.933,0
37470,58,0,495.883,0
31457,76,0,0,1
41811,73,0,4.96667,1
43409,68,0,0,1
37686,53,0,0,0
42645,66,0,0,0
26434,70,0,0,1
42548,62,0,0,1
27743,55,0,0,1
25451,63,0,95.1833,1
43625,69,0,4.33333,1
33679,68,0,8,1
42616,43,0,3.75,0
43832,77,0,0,1
42625,64,0,0,1
38126,60,0,128.867,1
30354,40,0,2239.17,0
30551,57,0,0,0
29949,58,0,52.5167,1
42557,59,0,0,1
42629,67,0,4.56667,1
35565,29,0,60.8667,1
43633,35,0,0,1
43665,63,0,8.25,1
37428,44,0,0,1
28614,63,0,0,1
37793,76,0,0,1
37216,30,1,0,0
27229,66,1,0,1
26731,18,1,0,1
42632,49,1,507.417,1
26055,28,1,0,0
28107,25,1,0,0
36888,54,1,0,0
38063,25,1,0,1
31684,30,1,0,1
34299,39,1,0,0
43536,25,1,0,1
43108,36,1,0,1
28475,53,1,0,1
42243,48,1,0,1
25655,26,1,0,0
37189,32,1,0,0
34971,49,1,0,1
25980,62,1,0,1
35224,29,1,0,1
28686,74,1,0,1
43675,31,2,0,0
34393,34,2,0,1
40738,52,2,0,1
42341,27,1,0,1
37195,45,1,0,1
42610,47,2,0,1
44855,44,1,0,0
34549,25,1,0,0
43570,23,1,0,0
28049,31,1,0,1
44199,43,1,0,1
43571,54,1,0,1
42626,35,1,0,1
42352,36,1,0,1
41443,31,1,0,1
42558,60,1,0,1
44239,41,1,0,1
42559,56,1,0,1
42634,41,2,0,0
26987,16,1,0,0
25954,21,1,0,0
43691,29,1,0,1
35887,59,1,0,1
42361,40,1,98,0
37540,22,1,0,1
30052,72,1,0,0
37238,49,1,3.75,1
42364,33,1,0,0
42566,62,1,181.933,1
43563,24,1,0,0
44123,19,1,0,0
43845,32,1,0,0
42371,38,1,0,1
38617,47,1,0,1
43553,46,1,0,1
30423,30,1,0,0
42373,80,1,0,1
43559,32,1,0,0
37192,56,1,0,1
43676,26,1,0,0
37418,30,1,0,1
33780,30,1,0,1
42549,53,1,0,1
43678,24,1,1.58333,1
43159,45,3,0,0
33291,50,1,0,1
32034,76,1,0,1
29068,29,1,8,0
37477,27,1,0,1
38023,20,1,0,0
43626,40,2,0,1
43685,31,1,6.31667,1
42346,42,1,0,0
36232,70,1,0,1
37480,49,1,0,0
36445,26,1,0,0
38450,55,1,0,0
34938,51,2,0,1
37426,60,2,0,1
39373,73,1,3.31667,1
42631,31,1,0,1
42260,61,1,0,1
31031,24,1,0,0
31503,26,1,0,1
32406,20,1,0,1
42560,27,1,0,1
30123,40,1,0,1
42635,22,1,0,1
29313,29,1,0,1
42362,28,1,0,1
37461,25,1,0,1
41920,25,2,0,1
44797,81,2,0,1
42360,68,1,0,1
42638,53,2,0,1
44899,55,2,102.183,1
43866,22,1,0,0
36618,65,1,0,1
26998,22,1,0,1
43568,24,1,56.6333,0
27540,34,1,0,1
39932,21,1,0,0
31713,56,1,0,0
37434,83,2,0,1
28735,58,2,0,0
43413,28,1,0,1
35589,79,1,2.75,1
40690,18,2,0,0
34005,71,1,148.767,0
41021,39,1,81.8167,1
37204,56,2,0,0
37493,63,2,0,1
29340,25,2,0,0
33795,63,1,0,1
44215,29,1,0,0
33111,29,3,0,1
31443,36,1,0,1
42642,26,1,0,1
42374,30,1,0,1
37414,55,2,0,1
37472,75,2,0,1
42105,59,3,0,1
33650,62,2,0,0
43826,46,1,0,0
42605,79,1,5.2,1
44385,48,1,0,1
25564,33,1,0,1
28283,34,1,0,0
37421,64,1,211.75,1
26625,70,1,0,1
43564,43,1,0,1
43623,57,2,0,0
29649,47,1,2.1,0
32275,67,1,0,1
37198,45,1,0,1
44545,72,2,10,0
37423,54,1,0,0
37478,53,3,62.55,0
42611,43,2,0,0
41607,40,1,30.0833,1
41204,61,1,0,0
43809,64,2,1.5,1
25591,60,2,0,0
39147,38,1,0,1
36306,22,1,0,1
40214,79,1,0,1
37870,18,1,29.8,0
32673,51,5,239.55,1
42619,25,1,0,1
38753,33,1,0,1
25879,83,1,0,0
44859,29,1,0,1
35616,41,1,56.45,0
42028,33,1,0,0
43677,23,2,0,0
27824,27,2,0,1
43562,40,1,0,0
26030,58,2,0,1
42608,50,2,33.8667,1
43624,26,1,0,0
27977,23,1,0,1
30680,30,1,0,0
41758,30,1,0,0
42612,27,1,0,0
44248,51,1,0,1
36292,28,1,0,1
43833,30,1,0,1
37205,43,1,0,1
31824,21,1,0,1
43694,49,2,0,1
43634,36,1,0,1
38417,82,1,0,1
42490,27,1,0,1
32153,69,2,4.51667,1
43904,57,1,0,1
25909,65,1,0,0
32405,48,1,0,1
42153,49,1,0,0
37420,51,1,0,1
32517,76,1,0,0
35649,53,1,0,0
42565,73,1,14.4667,1
28227,61,1,0,0
37188,43,1,0,1
25826,80,1,96.75,1
35586,34,1,0,1
42366,50,2,26.4667,1
30629,91,1,0,1
30385,65,2,0,1
36224,57,1,0,0
32665,32,2,0,1
29634,85,1,266.967,1
42342,52,2,0,1
43566,83,3,0,1
28133,51,2,5,0
29473,64,1,0,1
29832,72,1,0,0
42613,30,3,0,1
36337,50,1,0,1
35037,82,1,0,1
38003,35,1,0,1
44818,79,1,0,1
35084,45,1,0,1
34238,59,2,2,1
43320,75,1,1046.37,1
39469,69,1,2.8,1
39019,71,1,9.9,0
44541,74,1,0,0
42716,40,2,35.4833,1
38308,47,1,0,1
36640,82,1,2.98333,1
35925,27,1,0,1
44861,36,1,0,1
44365,62,2,0,1
37987,19,1,0,0
44523,27,1,0,1
28489,24,2,0,1
43311,24,1,0,0
44219,36,1,0,1
44286,27,1,0,1
43265,22,1,0,0
25044,56,1,441.317,1
42372,45,3,0,0
33898,19,1,0,1
42344,29,1,0,0
42365,21,1,0,0
42426,56,1,0,1
42302,34,1,0,0
28210,47,2,0,1
43377,39,1,0,1
44378,53,1,0,1
38380,44,1,0,0
35209,27,1,0,0
43827,53,1,0,1
30608,32,1,14.9167,0
30601,39,1,0,1
43329,31,1,0,1
29310,27,1,6.73333,1
43280,31,1,0,1
38385,26,1,0,0
34517,23,1,0,1
28152,33,1,0,1
32628,27,1,0,1
39463,28,1,0,1
43318,19,1,0,0
25680,21,1,0,0
43641,28,3,0,1
31840,41,1,0,1
26561,52,1,0,1
44372,66,1,0,1
38004,56,2,0,1
39552,71,4,1.5,1
43325,33,2,0,0
30435,31,1,0,0
44533,20,1,0,0
31065,37,1,0,0
43094,25,1,0,1
43072,24,1,0,0
25942,27,1,0,0
40466,25,1,0,0
26572,22,1,0,0
27861,27,3,0,1
44299,54,1,0,0
43075,64,1,2.65,1
29509,37,1,0,1
27115,60,1,0,0
33620,19,1,0,1
28608,26,1,0,1
41067,27,1,0,0
44796,29,1,0,0
37474,31,1,0,0
29611,25,1,0,0
28780,39,1,0,0
41315,31,1,0,0
42644,23,1,0,1
29099,40,1,0,1
32658,26,2,0,1
42139,21,1,0,1
31635,33,1,0,1
44531,23,1,0,0
36478,30,1,0,1
42354,41,1,0,0
34958,68,1,1.3,1
37191,31,1,0,1
42458,68,1,0,1
36497,55,2,0,0
44216,50,1,176.733,0
44281,55,1,0,0
30843,20,1,0,1
43281,57,1,155,0
44283,60,2,0,0
37990,44,1,0,1
44525,64,3,0,1
41086,61,1,0,1
44287,61,2,0,1
37994,70,1,0,0
37998,37,1,0,1
28270,73,1,0,1
44223,83,1,2.56667,1
29845,85,1,0,1
35555,72,1,0,1
33260,86,3,21.9667,0
44370,72,3,0,1
43499,82,2,48.3667,1
35599,64,1,0,1
38311,33,1,0,1
43069,34,1,0,1
38389,25,1,0,1
34952,28,1,0,0
36321,45,2,0,0
38000,47,1,0,1
34390,33,1,0,1
44537,40,1,0,0
43076,29,1,0,0
29811,25,1,0,0
38824,24,1,0,0
31728,22,1,0,0
44538,41,1,0,1
31019,29,1,0,1
35706,27,1,0,0
43275,41,1,0,0
44381,22,1,0,1
35104,18,1,6.16667,1
26655,39,1,0,1
44539,28,1,0,0
38304,31,1,0,0
38381,50,3,2103.03,0
41669,68,1,0,1
37978,59,1,0,0
44307,20,1,0,1
28334,32,1,0,1
34823,50,1,0,1
32968,27,1,0,1
26635,26,1,0,1
28071,40,1,0,0
44520,37,1,199.583,1
40638,56,2,0,1
40750,23,1,0,0
29336,26,1,0,0
26558,73,3,0,1
44217,65,1,0,1
37983,85,2,0,1
44697,30,1,0,1
26421,34,1,0,1
38315,71,1,0,1
43315,32,1,0,1
44291,32,1,3.3,0
37995,25,1,0,1
31976,63,1,0,0
44224,27,1,0,0
44371,51,2,0,0
44532,37,2,0,0
31034,38,1,0,1
28012,40,3,0,0
43070,30,1,0,0
38317,28,1,0,0
27538,39,1,0,0
44296,66,1,0,1
43321,29,1,0,0
44300,25,1,0,1
27999,21,1,0,0
43077,53,1,0,1
44379,26,1,0,1
29628,49,1,0,1
44231,56,1,0,1
44306,22,1,0,0
28436,32,1,0,0
42552,49,1,0,1
44566,31,1,0,0
41977,69,1,0,1
41595,26,2,0,1
31532,23,1,0,0
41309,28,1,0,1
43013,22,1,0,1
41532,30,1,0,1
29501,28,1,0,1
43453,19,1,0,0
28393,37,2,0,0
41462,26,1,0,0
30611,23,1,0,1
42330,34,3,0,1
41836,27,1,0,1
44801,30,1,0,0
36672,61,1,0,1
43268,49,1,0,1
35605,67,1,0,1
32679,60,1,0,1
32108,26,1,0,0
43274,54,1,0,1
43225,31,1,0,1
29660,68,1,0,0
27833,27,2,0,0
35979,40,1,0,1
25933,64,1,0,0
32419,83,1,49.25,0
35072,61,1,0,1
44232,26,1,0,1
44382,38,1,0,1
37979,23,1,0,1
41821,50,1,0,1
43105,25,1,0,1
41531,27,1,0,1
35559,43,1,0,1
28109,35,1,0,1
30455,27,1,0,1
41708,61,1,0,1
41476,30,1,0,0
41922,21,1,0,1
41486,28,1,0,1
28753,32,1,0,1
41709,36,1,0,0
30848,23,2,0,1
39548,56,1,0,1
44528,75,1,0,1
34016,69,1,0,0
37982,47,1,0,0
43266,30,1,0,1
29467,26,1,0,1
38318,56,1,0,1
44117,25,1,0,1
37424,48,2,0,1
32393,50,1,27.4167,1
38635,58,1,26.3667,1
38321,39,1,0,0
25932,31,1,0,0
28432,56,1,4.46667,1
39460,19,1,22.6,0
42525,29,1,0,0
35842,27,1,0,1
38378,69,3,0,1
43323,34,4,0,0
25177,63,1,0,0
41795,26,1,0,1
44519,60,1,4.06667,1
43614,80,2,0,0
41356,25,1,0,1
43083,55,1,5.86667,1
36048,29,2,0,1
40206,33,2,0,1
43276,78,1,0,0
38362,66,1,0,1
43312,38,2,74.5333,1
44383,62,2,0,1
43401,24,1,0,0
37992,38,3,0,1
44526,78,1,0,0
40199,49,1,0,0
31350,24,1,0,1
44337,25,2,0,1
43267,27,1,0,0
44135,34,2,1038.43,1
37129,62,2,0,1
42249,35,2,0,1
42368,83,1,0,1
33117,82,2,0,0
30055,53,2,0,1
32297,32,1,3.41667,0
44086,53,1,661.817,1
44292,69,1,0,0
31016,33,1,0,1
41181,55,2,0,1
43445,69,1,0,1
27425,69,1,0,1
25948,63,1,23.3833,1
33555,56,1,0,1
27244,62,4,0,1
27180,81,2,135.45,1
25937,90,1,1.91667,1
33083,40,1,0,0
31656,61,2,0,1
25693,26,1,0,1
44228,19,1,0,1
43016,34,2,0,1
36222,34,1,0,1
32127,56,1,0,1
31449,76,2,0,1
33285,40,1,108.667,1
38382,81,1,0,1
44364,65,1,38.3833,1
28748,76,1,0,1
43534,42,2,0,1
31855,67,2,0,1
43269,44,1,0,1
43067,49,1,100.05,1
35223,72,1,0,0
44282,73,2,0,0
43277,29,1,0,0
43703,41,1,0,1
32397,38,2,340.667,1
30854,65,1,0,0
38001,57,2,6.31667,0
31233,49,2,0,1
44298,45,3,0,0
44373,30,1,0,0
29516,31,1,0,1
44398,21,1,10.1667,0
32031,33,1,0,1
42948,25,1,0,1
41085,26,5,0,0
34278,89,4,0,1
37790,21,1,0,0
35986,83,1,78.1,1
32469,80,1,0,1
40240,39,1,0,0
26834,74,1,0,1
29447,30,1,0,1
43617,29,1,0,0
44229,64,2,0,1
26901,54,1,0,1
43324,72,1,0,0
33122,68,1,0,1
43079,35,1,0,0
38854,19,1,0,1
36234,63,1,246.8,0
43278,34,1,9.5,0
43328,71,1,0,0
42328,73,1,262.367,1
26154,31,3,0,1
32106,45,1,27.3167,1
41554,87,3,0,1
43060,49,1,0,1
43262,65,1,5.68333,1
34994,51,1,0,0
38305,77,2,0,0
27991,26,1,0,1
